date,5–15 min,15–30 min,30–60 min,60–180 min,≥180 min,bucketed_total,lt_5_min,all_gaps_total
2006-03-08,4.0000,,,0,0,4.0000,215.0000,219
2006-03-09,7.0000,,,0,0,7.0000,188.0000,195
2006-03-10,3.0000,,,0,0,3.0000,169.0000,172
2006-03-13,4.0000,,,0,0,4.0000,261.0000,265
2006-03-14,5.0000,1.0000,,0,0,6.0000,233.0000,239
2006-03-15,9.0000,,,0,0,9.0000,232.0000,241
2006-03-16,4.0000,,,0,0,4.0000,193.0000,197
2006-03-17,2.0000,,,0,0,2.0000,84.0000,86
2006-03-19,2.0000,,,0,0,2.0000,92.0000,94
2006-03-20,2.0000,,,0,0,2.0000,204.0000,206
2006-03-21,5.0000,,,0,0,5.0000,182.0000,187
2006-03-22,3.0000,1.0000,,0,0,4.0000,201.0000,205
2006-03-23,8.0000,,,0,0,8.0000,233.0000,241
2006-03-24,3.0000,,,0,0,3.0000,149.0000,152
2006-03-26,4.0000,,,0,0,4.0000,78.0000,82
2006-03-27,5.0000,,,0,0,5.0000,281.0000,286
2006-03-28,6.0000,,,0,0,6.0000,227.0000,233
2006-03-29,4.0000,,,0,0,4.0000,193.0000,197
2006-03-30,3.0000,,,0,0,3.0000,163.0000,166
2006-04-02,4.0000,,,0,0,4.0000,69.0000,73
2006-04-03,5.0000,,,0,0,5.0000,175.0000,180
2006-04-04,2.0000,,,0,0,2.0000,169.0000,171
2006-04-05,5.0000,,,0,0,5.0000,190.0000,195
2006-04-06,4.0000,,,0,0,4.0000,171.0000,175
2006-04-09,6.0000,,,0,0,6.0000,97.0000,103
2006-04-10,8.0000,,,0,0,8.0000,249.0000,257
2006-04-11,8.0000,,,0,0,8.0000,191.0000,199
2006-04-12,5.0000,1.0000,,0,0,6.0000,235.0000,241
2006-04-13,19.0000,1.0000,,0,0,20.0000,220.0000,240
2006-04-14,32.0000,1.0000,,0,0,33.0000,214.0000,247
2006-04-16,8.0000,,,0,0,8.0000,59.0000,67
2006-04-17,12.0000,,,0,0,12.0000,253.0000,265
2006-04-18,1.0000,,,0,0,1.0000,162.0000,163
2006-04-19,4.0000,1.0000,,0,0,5.0000,159.0000,164
2006-04-20,8.0000,,,0,0,8.0000,206.0000,214
2006-04-21,2.0000,,,0,0,2.0000,108.0000,110
2006-04-23,1.0000,,,0,0,1.0000,77.0000,78
2006-04-24,4.0000,2.0000,,0,0,6.0000,166.0000,172
2006-04-25,7.0000,,,0,0,7.0000,172.0000,179
2006-04-26,11.0000,,,0,0,11.0000,199.0000,210
2006-04-27,11.0000,,,0,0,11.0000,196.0000,207
2006-04-28,1.0000,,,0,0,1.0000,82.0000,83
2006-04-30,4.0000,,,0,0,4.0000,91.0000,95
2006-05-01,13.0000,,,0,0,13.0000,235.0000,248
2006-05-02,8.0000,,,0,0,8.0000,177.0000,185
2006-05-03,4.0000,,,0,0,4.0000,194.0000,198
2006-05-04,4.0000,,,0,0,4.0000,168.0000,172
2006-05-05,2.0000,,,0,0,2.0000,104.0000,106
2006-05-08,7.0000,,,0,0,7.0000,189.0000,196
2006-05-09,6.0000,,,0,0,6.0000,190.0000,196
2006-05-10,2.0000,,,0,0,2.0000,128.0000,130
2006-05-11,2.0000,,,0,0,2.0000,162.0000,164
2006-05-14,2.0000,,,0,0,2.0000,49.0000,51
2006-05-15,1.0000,,,0,0,1.0000,131.0000,132
2006-05-16,4.0000,,,0,0,4.0000,131.0000,135
2006-05-17,4.0000,,,0,0,4.0000,131.0000,135
2006-05-18,4.0000,,,0,0,4.0000,145.0000,149
2006-05-21,2.0000,,,0,0,2.0000,82.0000,84
2006-05-22,2.0000,,,0,0,2.0000,144.0000,146
2006-05-23,1.0000,,,0,0,1.0000,107.0000,108
2006-05-24,1.0000,,,0,0,1.0000,132.0000,133
2006-05-25,3.0000,,,0,0,3.0000,155.0000,158
2006-05-26,1.0000,,,0,0,1.0000,111.0000,112
2006-05-28,5.0000,,,0,0,5.0000,93.0000,98
2006-05-29,21.0000,,,0,0,21.0000,283.0000,304
2006-05-30,2.0000,,,0,0,2.0000,174.0000,176
2006-05-31,1.0000,,,0,0,1.0000,149.0000,150
2006-06-01,2.0000,,,0,0,2.0000,167.0000,169
2006-06-02,1.0000,,,0,0,1.0000,101.0000,102
2006-06-04,8.0000,,,0,0,8.0000,90.0000,98
2006-06-05,7.0000,,,0,0,7.0000,174.0000,181
2006-06-06,6.0000,1.0000,,0,0,7.0000,169.0000,176
2006-06-07,7.0000,,,0,0,7.0000,189.0000,196
2006-06-08,4.0000,,,0,0,4.0000,165.0000,169
2006-06-09,2.0000,,,0,0,2.0000,113.0000,115
2006-06-11,3.0000,,,0,0,3.0000,105.0000,108
2006-06-12,6.0000,,,0,0,6.0000,212.0000,218
2006-06-13,5.0000,,,0,0,5.0000,174.0000,179
2006-06-14,5.0000,,,0,0,5.0000,176.0000,181
2006-06-15,12.0000,,,0,0,12.0000,208.0000,220
2006-06-16,4.0000,,,0,0,4.0000,111.0000,115
2006-06-18,2.0000,,,0,0,2.0000,89.0000,91
2006-06-19,8.0000,,,0,0,8.0000,273.0000,281
2006-06-20,4.0000,,,0,0,4.0000,208.0000,212
2006-06-21,8.0000,,,0,0,8.0000,262.0000,270
2006-06-22,5.0000,,,0,0,5.0000,206.0000,211
2006-06-25,3.0000,,,0,0,3.0000,95.0000,98
2006-06-26,4.0000,,,0,0,4.0000,213.0000,217
2006-06-27,3.0000,,,0,0,3.0000,229.0000,232
2006-06-28,11.0000,,,0,0,11.0000,251.0000,262
2006-06-29,4.0000,,,0,0,4.0000,164.0000,168
2006-06-30,1.0000,,,0,0,1.0000,96.0000,97
2006-07-02,4.0000,,,0,0,4.0000,84.0000,88
2006-07-03,11.0000,,,0,0,11.0000,237.0000,248
2006-07-04,8.0000,,,0,0,8.0000,266.0000,274
2006-07-05,12.0000,1.0000,,0,0,13.0000,175.0000,188
2006-07-06,13.0000,,,0,0,13.0000,248.0000,261
2006-07-07,5.0000,,,0,0,5.0000,155.0000,160
2006-07-09,2.0000,,,0,0,2.0000,94.0000,96
2006-07-10,8.0000,,,0,0,8.0000,265.0000,273
2006-07-11,11.0000,,,0,0,11.0000,238.0000,249
2006-07-12,9.0000,,,0,0,9.0000,203.0000,212
2006-07-13,4.0000,,,0,0,4.0000,212.0000,216
2006-07-14,1.0000,,,0,0,1.0000,122.0000,123
2006-07-16,6.0000,,,0,0,6.0000,102.0000,108
2006-07-17,8.0000,,,0,0,8.0000,249.0000,257
2006-07-18,5.0000,,,0,0,5.0000,203.0000,208
2006-07-19,6.0000,,,0,0,6.0000,172.0000,178
2006-07-20,9.0000,,,0,0,9.0000,212.0000,221
2006-07-21,6.0000,,,0,0,6.0000,118.0000,124
2006-07-23,5.0000,,,0,0,5.0000,88.0000,93
2006-07-24,7.0000,,,0,0,7.0000,229.0000,236
2006-07-25,5.0000,,,0,0,5.0000,200.0000,205
2006-07-26,3.0000,,,0,0,3.0000,182.0000,185
2006-07-27,5.0000,,,0,0,5.0000,189.0000,194
2006-07-28,1.0000,,,0,0,1.0000,126.0000,127
2006-07-30,4.0000,,,0,0,4.0000,93.0000,97
2006-07-31,6.0000,,,0,0,6.0000,231.0000,237
2006-08-01,3.0000,,,0,0,3.0000,229.0000,232
2006-08-02,4.0000,,,0,0,4.0000,229.0000,233
2006-08-03,7.0000,,,0,0,7.0000,220.0000,227
2006-08-04,8.0000,,,0,0,8.0000,128.0000,136
2006-08-06,10.0000,,,0,0,10.0000,101.0000,111
2006-08-07,7.0000,,,0,0,7.0000,279.0000,286
2006-08-08,4.0000,,,0,0,4.0000,236.0000,240
2006-08-09,4.0000,,,0,0,4.0000,208.0000,212
2006-08-10,7.0000,,,0,0,7.0000,199.0000,206
2006-08-11,3.0000,,,0,0,3.0000,125.0000,128
2006-08-13,8.0000,,,0,0,8.0000,88.0000,96
2006-08-14,7.0000,1.0000,,0,0,8.0000,225.0000,233
2006-08-15,14.0000,,,0,0,14.0000,239.0000,253
2006-08-16,10.0000,,,0,0,10.0000,245.0000,255
2006-08-17,14.0000,,,0,0,14.0000,206.0000,220
2006-08-18,4.0000,,,0,0,4.0000,149.0000,153
2006-08-20,3.0000,1.0000,,0,0,4.0000,88.0000,92
2006-08-21,14.0000,,,0,0,14.0000,199.0000,213
2006-08-22,9.0000,,,0,0,9.0000,215.0000,224
2006-08-23,9.0000,,,0,0,9.0000,234.0000,243
2006-08-24,7.0000,,,0,0,7.0000,222.0000,229
2006-08-25,6.0000,,,0,0,6.0000,156.0000,162
2006-08-27,7.0000,,,0,0,7.0000,98.0000,105
2006-08-28,10.0000,,,0,0,10.0000,311.0000,321
2006-08-29,5.0000,,,0,0,5.0000,209.0000,214
2006-08-30,10.0000,,,0,0,10.0000,248.0000,258
2006-08-31,4.0000,,,0,0,4.0000,226.0000,230
2006-09-03,6.0000,1.0000,,0,0,7.0000,81.0000,88
2006-09-04,24.0000,,,0,0,24.0000,261.0000,285
2006-09-05,4.0000,,,0,0,4.0000,269.0000,273
2006-09-06,6.0000,,,0,0,6.0000,251.0000,257
2006-09-07,6.0000,,,0,0,6.0000,190.0000,196
2006-09-08,4.0000,,,0,0,4.0000,132.0000,136
2006-09-10,7.0000,,,0,0,7.0000,86.0000,93
2006-09-11,11.0000,,,0,0,11.0000,229.0000,240
2006-09-12,5.0000,,,0,0,5.0000,234.0000,239
2006-09-13,12.0000,,,0,0,12.0000,259.0000,271
2006-09-14,12.0000,,,0,0,12.0000,243.0000,255
2006-09-15,5.0000,,,0,0,5.0000,131.0000,136
2006-09-17,1.0000,,,0,0,1.0000,97.0000,98
2006-09-18,10.0000,,,0,0,10.0000,250.0000,260
2006-09-19,17.0000,2.0000,,0,0,19.0000,203.0000,222
2006-09-20,10.0000,,,0,0,10.0000,234.0000,244
2006-09-21,9.0000,,,0,0,9.0000,197.0000,206
2006-09-22,2.0000,,,0,0,2.0000,129.0000,131
2006-09-24,10.0000,1.0000,,0,0,11.0000,79.0000,90
2006-09-25,8.0000,,,0,0,8.0000,286.0000,294
2006-09-26,13.0000,,,0,0,13.0000,209.0000,222
2006-09-27,11.0000,1.0000,,0,0,12.0000,237.0000,249
2006-09-28,8.0000,,,0,0,8.0000,271.0000,279
2006-09-29,4.0000,,,0,0,4.0000,135.0000,139
2006-10-01,8.0000,1.0000,,0,0,9.0000,102.0000,111
2006-10-02,11.0000,,,0,0,11.0000,260.0000,271
2006-10-03,9.0000,,,0,0,9.0000,247.0000,256
2006-10-04,12.0000,,,0,0,12.0000,237.0000,249
2006-10-05,14.0000,,,0,0,14.0000,250.0000,264
2006-10-06,7.0000,,,0,0,7.0000,146.0000,153
2006-10-08,8.0000,,,0,0,8.0000,97.0000,105
2006-10-09,19.0000,4.0000,,0,0,23.0000,292.0000,315
2006-10-10,10.0000,,,0,0,10.0000,242.0000,252
2006-10-11,10.0000,,,0,0,10.0000,260.0000,270
2006-10-12,14.0000,,,0,0,14.0000,246.0000,260
2006-10-13,5.0000,,,0,0,5.0000,159.0000,164
2006-10-15,8.0000,1.0000,,0,0,9.0000,76.0000,85
2006-10-16,8.0000,,1.0000,0,0,9.0000,260.0000,269
2006-10-17,10.0000,,,0,0,10.0000,238.0000,248
2006-10-18,11.0000,,,0,0,11.0000,269.0000,280
2006-10-19,11.0000,,,0,0,11.0000,243.0000,254
2006-10-20,5.0000,,,0,0,5.0000,191.0000,196
2006-10-22,14.0000,,,0,0,14.0000,81.0000,95
2006-10-23,10.0000,,,0,0,10.0000,285.0000,295
2006-10-24,14.0000,1.0000,,0,0,15.0000,277.0000,292
2006-10-25,16.0000,1.0000,,0,0,17.0000,253.0000,270
2006-10-26,9.0000,,,0,0,9.0000,264.0000,273
2006-10-27,7.0000,,,0,0,7.0000,151.0000,158
2006-10-29,6.0000,,,0,0,6.0000,86.0000,92
2006-10-30,13.0000,,,0,0,13.0000,284.0000,297
2006-10-31,10.0000,1.0000,,0,0,11.0000,251.0000,262
2006-11-01,7.0000,,,0,0,7.0000,290.0000,297
2006-11-02,22.0000,2.0000,,0,0,24.0000,236.0000,260
2006-11-03,10.0000,,,0,0,10.0000,178.0000,188
2006-11-05,9.0000,,,0,0,9.0000,91.0000,100
2006-11-06,11.0000,1.0000,,0,0,12.0000,297.0000,309
2006-11-07,10.0000,1.0000,,0,0,11.0000,271.0000,282
2006-11-08,6.0000,,,0,0,6.0000,260.0000,266
2006-11-09,3.0000,,,0,0,3.0000,236.0000,239
2006-11-10,2.0000,,,0,0,2.0000,135.0000,137
2006-11-12,3.0000,,,0,0,3.0000,89.0000,92
2006-11-13,6.0000,,,0,0,6.0000,282.0000,288
2006-11-14,12.0000,,,0,0,12.0000,230.0000,242
2006-11-15,12.0000,,,0,0,12.0000,253.0000,265
2006-11-16,9.0000,,,0,0,9.0000,276.0000,285
2006-11-17,2.0000,,,0,0,2.0000,148.0000,150
2006-11-19,6.0000,,,0,0,6.0000,92.0000,98
2006-11-20,19.0000,,,0,0,19.0000,283.0000,302
2006-11-21,8.0000,,,0,0,8.0000,302.0000,310
2006-11-22,12.0000,,,0,0,12.0000,235.0000,247
2006-11-23,13.0000,,,0,0,13.0000,267.0000,280
2006-11-24,10.0000,,,0,0,10.0000,116.0000,126
2006-11-26,2.0000,,,0,0,2.0000,76.0000,78
2006-11-27,7.0000,,,0,0,7.0000,218.0000,225
2006-11-28,1.0000,,,0,0,1.0000,148.0000,149
2006-11-29,9.0000,,,0,0,9.0000,201.0000,210
2006-11-30,1.0000,,,0,0,1.0000,193.0000,194
2006-12-03,1.0000,,,0,0,1.0000,77.0000,78
2006-12-04,11.0000,,,0,0,11.0000,209.0000,220
2006-12-05,5.0000,,,0,0,5.0000,237.0000,242
2006-12-06,2.0000,,,0,0,2.0000,206.0000,208
2006-12-07,10.0000,1.0000,,0,0,11.0000,243.0000,254
2006-12-08,2.0000,,,0,0,2.0000,115.0000,117
2006-12-10,3.0000,,,0,0,3.0000,59.0000,62
2006-12-11,5.0000,,,0,0,5.0000,199.0000,204
2006-12-12,6.0000,,,0,0,6.0000,223.0000,229
2006-12-13,7.0000,,,0,0,7.0000,256.0000,263
2006-12-14,5.0000,,,0,0,5.0000,206.0000,211
2006-12-17,7.0000,,,0,0,7.0000,99.0000,106
2006-12-18,13.0000,,,0,0,13.0000,257.0000,270
2006-12-19,6.0000,,,0,0,6.0000,178.0000,184
2006-12-20,7.0000,,,0,0,7.0000,256.0000,263
2006-12-21,11.0000,,,0,0,11.0000,213.0000,224
2006-12-22,1.0000,,,0,0,1.0000,160.0000,161
2006-12-25,4.0000,,,0,0,4.0000,63.0000,67
2006-12-26,21.0000,1.0000,,0,0,22.0000,342.0000,364
2006-12-27,11.0000,,,0,0,11.0000,229.0000,240
2006-12-28,7.0000,,,0,0,7.0000,254.0000,261
2006-12-29,2.0000,,,0,0,2.0000,144.0000,146
