date,5–15 min,15–30 min,30–60 min,60–180 min,≥180 min,bucketed_total,lt_5_min,all_gaps_total
2009-06-23,2.0000,,,0,0,2.0000,67.0000,69
2009-06-25,1.0000,,,0,0,1.0000,83.0000,84
2009-06-28,5.0000,,,0,0,5.0000,47.0000,52
2009-06-29,1.0000,,,0,0,1.0000,93.0000,94
2009-06-30,1.0000,,,0,0,1.0000,74.0000,75
2009-07-01,1.0000,,,0,0,1.0000,83.0000,84
2009-07-03,6.0000,,,0,0,6.0000,109.0000,115
2009-07-05,1.0000,,,0,0,1.0000,64.0000,65
2009-07-06,1.0000,,,0,0,1.0000,109.0000,110
2009-07-12,8.0000,,,0,0,8.0000,46.0000,54
2009-07-14,2.0000,,,0,0,2.0000,69.0000,71
2009-07-19,,1.0000,,0,0,1.0000,49.0000,50
2009-07-21,3.0000,,,0,0,3.0000,84.0000,87
2009-07-22,1.0000,,,0,0,1.0000,91.0000,92
2009-07-23,1.0000,,,0,0,1.0000,60.0000,61
2009-07-26,3.0000,,,0,0,3.0000,66.0000,69
2009-07-27,1.0000,,,0,0,1.0000,114.0000,115
2009-07-28,1.0000,,,0,0,1.0000,60.0000,61
2009-08-02,1.0000,,,0,0,1.0000,43.0000,44
2009-08-03,1.0000,,,0,0,1.0000,80.0000,81
2009-08-04,2.0000,,,0,0,2.0000,79.0000,81
2009-08-05,1.0000,,,0,0,1.0000,83.0000,84
2009-08-09,3.0000,,,0,0,3.0000,64.0000,67
2009-08-13,1.0000,,,0,0,1.0000,83.0000,84
2009-08-16,1.0000,,,0,0,1.0000,47.0000,48
2009-08-18,3.0000,,,0,0,3.0000,95.0000,98
2009-08-19,1.0000,,,0,0,1.0000,96.0000,97
2009-08-20,1.0000,,,0,0,1.0000,110.0000,111
2009-08-23,2.0000,1.0000,,0,0,3.0000,51.0000,54
2009-08-26,2.0000,,,0,0,2.0000,104.0000,106
2009-08-27,1.0000,,,0,0,1.0000,83.0000,84
2009-08-31,1.0000,,,0,0,1.0000,124.0000,125
2009-09-02,2.0000,,,0,0,2.0000,107.0000,109
2009-09-03,2.0000,,,0,0,2.0000,133.0000,135
2009-09-06,1.0000,,,0,0,1.0000,80.0000,81
2009-09-07,11.0000,,,0,0,11.0000,202.0000,213
2009-09-10,2.0000,,,0,0,2.0000,107.0000,109
2009-09-13,1.0000,,,0,0,1.0000,48.0000,49
2009-09-14,1.0000,,,0,0,1.0000,93.0000,94
2009-09-20,2.0000,,,0,0,2.0000,76.0000,78
2009-09-22,2.0000,,,0,0,2.0000,123.0000,125
2009-09-24,1.0000,,,0,0,1.0000,58.0000,59
2009-09-27,1.0000,,,0,0,1.0000,31.0000,32
2009-09-28,1.0000,,,0,0,1.0000,76.0000,77
2009-09-29,1.0000,,,0,0,1.0000,65.0000,66
2009-09-30,1.0000,,,0,0,1.0000,108.0000,109
2009-10-04,1.0000,,,0,0,1.0000,50.0000,51
2009-10-05,1.0000,,,0,0,1.0000,115.0000,116
2009-10-06,2.0000,,,0,0,2.0000,82.0000,84
2009-10-07,1.0000,,,0,0,1.0000,83.0000,84
2009-10-11,2.0000,,,0,0,2.0000,57.0000,59
2009-10-12,4.0000,,,0,0,4.0000,145.0000,149
2009-10-15,2.0000,,,0,0,2.0000,92.0000,94
2009-10-18,1.0000,,,0,0,1.0000,48.0000,49
2009-10-20,1.0000,,,0,0,1.0000,88.0000,89
2009-10-21,1.0000,,,0,0,1.0000,71.0000,72
2009-10-22,1.0000,,,0,0,1.0000,97.0000,98
2009-10-25,1.0000,,,0,0,1.0000,56.0000,57
2009-10-26,1.0000,,,0,0,1.0000,98.0000,99
2009-10-27,1.0000,,,0,0,1.0000,63.0000,64
2009-10-29,2.0000,,,0,0,2.0000,96.0000,98
2009-11-03,1.0000,,,0,0,1.0000,76.0000,77
2009-11-04,1.0000,,,0,0,1.0000,80.0000,81
2009-11-09,1.0000,,,0,0,1.0000,117.0000,118
2009-11-10,1.0000,,,0,0,1.0000,85.0000,86
2009-11-15,1.0000,,,0,0,1.0000,50.0000,51
2009-11-16,1.0000,,,0,0,1.0000,120.0000,121
2009-11-17,1.0000,,,0,0,1.0000,99.0000,100
2009-11-18,1.0000,,,0,0,1.0000,116.0000,117
2009-11-20,2.0000,,,0,0,2.0000,55.0000,57
2009-11-23,2.0000,,,0,0,2.0000,148.0000,150
2009-11-25,2.0000,,,0,0,2.0000,90.0000,92
2009-11-26,3.0000,,,0,0,3.0000,82.0000,85
2009-12-02,3.0000,,,0,0,3.0000,140.0000,143
2009-12-03,1.0000,,,0,0,1.0000,151.0000,152
2009-12-06,1.0000,,,0,0,1.0000,53.0000,54
2009-12-07,1.0000,,,0,0,1.0000,110.0000,111
2009-12-14,6.0000,,,0,0,6.0000,163.0000,169
2009-12-15,2.0000,,,0,0,2.0000,133.0000,135
2009-12-17,2.0000,,,0,0,2.0000,70.0000,72
2009-12-21,1.0000,,,0,0,1.0000,152.0000,153
2009-12-22,2.0000,,,0,0,2.0000,182.0000,184
2009-12-23,3.0000,,,0,0,3.0000,163.0000,166
2009-12-24,26.0000,1.0000,1.0000,0,0,28.0000,172.0000,200
2009-12-27,5.0000,,,0,0,5.0000,95.0000,100
2009-12-28,10.0000,,,0,0,10.0000,291.0000,301
2009-12-29,1.0000,,,0,0,1.0000,196.0000,197
2009-12-30,11.0000,,,0,0,11.0000,215.0000,226
2009-12-31,1.0000,,,0,0,1.0000,122.0000,123
